관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
서울특별시 종로구청,서울특별시 종로구 사직로1가길 10,서울특별시 종로구 행촌동 1-83,생활방범,1,200,360도전방면,30,2013-02,02-2148-4301,37.5732944 ,126.9633656 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로1가길 10,서울특별시 종로구 행촌동 1-83,생활방범,2,130,카메라 전면(고정),30,2013-02,02-2148-4301,37.5732944 ,126.9633656 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로1길 12,서울특별시 종로구 행촌동 171-42,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5728960 ,126.9625460 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로1길 22-13,서울특별시 종로구 행촌동 171-94,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5734050 ,126.9629510 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로1길 47,서울특별시 종로구 행촌동 210-196,생활방범,4,200,360도전방면,30,2014-12,02-2148-4301,37.5741930 ,126.9618320 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로1나길 43,서울특별시 종로구 행촌동 210-67,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5751020 ,126.9629290 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로1다길 11,서울특별시 종로구 행촌동 210-333,생활방범,1,200,카메라 전면(고정),30,2017-09,02-2148-4301,37.5742150 ,126.9628710 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로1다길 2,서울특별시 종로구 행촌동 171-112,생활방범,4,200,360도전방면,30,2013-12,02-2148-4301,37.5737506 ,126.9625347 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로1라길 30,서울특별시 종로구 행촌동 210-488,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5751794 ,126.9624265 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로1마길 2-6,서울특별시 종로구 행촌동 210-174,생활방범,4,200,360도전방면,30,2015-12,02-2148-4301,37.5742480 ,126.9627360 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로2길 8,서울특별시 종로구 행촌동 1-146,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5726690 ,126.9642260 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로5길 29,서울특별시 종로구 사직동 287,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5743985 ,126.9651299 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로5길 36,서울특별시 종로구 사직동 284,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.5739930 ,126.9650400 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로5길 9-1,서울특별시 종로구 사직동 280-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5743350 ,126.9656370 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로8길 13(세종유치원),서울특별시 종로구 내자동 169,다목적,1,200,360도전방면,30,2016-06,02-2148-4301,37.5749360 ,126.9702380 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로8길 31,서울특별시 종로구 내자동 201-11,교통단속,1,41,360도전방면,30,2007-12,02-2148-4301,37.5744130 ,126.9715760 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로8길 4,서울특별시 종로구 사직동 9,교통단속,1,130,360도전방면,30,2010-07,02-2148-4301,37.5747507 ,126.9701775 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로9길 15-25,서울특별시 종로구 사직동 262-197,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.5765510 ,126.9656790 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로9길 15-32 (사직공원 경로당 주변),,생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.5766180 ,126.9655800 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로9길 16-1(매동초교 정문 인근),,다목적,1,200,360도전방면,30,2015-08,02-2148-4301,37.5769200 ,126.9678440 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 삼봉로 78-1,서울특별시 종로구 청진동 45-2,교통단속,1,200,360도전방면,30,2007-12,02-2148-4301,37.5721355 ,126.9815198 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 삼일대로 445,서울특별시 종로구 경운동 63-10,교통단속,1,200,360도전방면,30,2005-04,02-2148-4301,37.5742010 ,126.9870480 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 삼일대로 446,,다목적,1,200,360도전방면,30,2014-10,02-2148-4301,37.5751961 ,126.9870281 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 삼일대로 457,서울특별시 종로구 경운동 88,교통단속,1,200,360도전방면,30,2005-04,02-2148-4301,37.5753990 ,126.9865080 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 삼일대로30길 14,서울특별시 종로구 낙원동 58-9,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5740062 ,126.9886005 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 삼일대로32길 36,서울특별시 종로구 익선동 18-2,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5754950 ,126.9891980 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 삼청로9길 45,서울특별시 종로구 삼청동 5,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5882460 ,126.9809400 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 새문안로 105,서울특별시 종로구 세종로 204-1,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5705079 ,126.9763061 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 새문안로 55 (경희궁공원 쉼터),,생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.5701440 ,126.9696300 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 새문안로 92,서울특별시 종로구 신문로1가 163,교통단속,1,200,360도전방면,30,2011-12,02-2148-4301,37.5695180 ,126.9744710 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 새문안로 96,서울특별시 종로구 신문로1가 135-2,교통단속,1,200,360도전방면,30,2012-12,02-2148-4301,37.5699813 ,126.9755031 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 새문안로5길 14-1,서울특별시 종로구 당주동 44-3,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5715476 ,126.9749120 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 새문안로9길 9,서울특별시 종로구 신문로1가 7-5,교통단속,1,200,360도전방면,30,2017-08,02-2148-4301,37.5707580 ,126.9759460 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로 17,서울특별시 종로구 명륜2가 142-2,교통단속,1,200,360도전방면,30,2005-06,02-2148-4301,37.5843370 ,126.9974550 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로 40,서울특별시 종로구 명륜1가 83-5,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.5865290 ,126.9967450 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로 54-13,서울특별시 종로구 명륜1가 16-48,생활방범,1,41,360도전방면,30,2005-12,02-2148-4301,37.5873860 ,126.9970800 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로 58-23,서울특별시 종로구 명륜1가 16-26,생활방범,1,41,360도전방면,30,2005-12,02-2148-4301,37.5877120 ,126.9976420 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로 76,,다목적,1,200,360도전방면,30,2015-08,02-2148-4301,37.5892340 ,126.9974080 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로13길 13,서울특별시 종로구 명륜1가 7-2,생활방범,4,200,360도전방면,30,2015-12,02-2148-4301,37.5897980 ,126.9968800 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로13길 63(명륜어린이집),,다목적,1,200,360도전방면,30,2015-08,02-2148-4301,37.5911260 ,126.9951440 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로14길 14,서울특별시 종로구 명륜1가 33-87,생활방범,1,41,360도전방면,30,2005-12,02-2148-4301,37.5888518 ,126.9976327 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로14길 30,서울특별시 종로구 명륜1가 23-3,생활방범,1,41,360도전방면,30,2005-12,02-2148-4301,37.5880445 ,126.9976432 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로17길 28,서울특별시 종로구 명륜1가 2-19,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5904788 ,126.9976123 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로25 (성대정문 쉼터 내),,생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.5848140 ,126.9971060 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로25 (성대정문 쉼터 내),,생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.5850410 ,126.9971180 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로3길 5,서울특별시 종로구 명륜3가 133,생활방범,4,200,360도전방면,30,2017-09,02-2148-4301,37.5836110 ,126.9978010 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로4길 6,서울특별시 종로구 명륜2가 145,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5845260 ,126.9978100 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로5길 25-13 (경학어린이공원),,생활방범,1,200,360도전방면,30,2015-06,02-2148-4301,37.5846550 ,126.9968470 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로5길 29,서울특별시 종로구 명륜3가 72-7,생활방범,4,200,360도전방면,30,2013-12,02-2148-4301,37.5846265 ,126.9959455 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로5길 83,서울특별시 종로구 명륜3가 59-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5866200 ,126.9941370 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 성균관로7길 25,서울특별시 종로구 명륜3가 38-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5875830 ,126.9957770 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세검정로,서울특별시 종로구 홍지동 72-7,재난재해,1,200,360도전방면,30,2016-11,02-2148-4301,37.6002820 ,126.9579490 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세검정로 209-16,서울특별시 종로구 홍지동 36-25,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5993978 ,126.9561600 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세검정로 260,서울특별시 종로구 신영동 131-1,생활방범,1,200,360도전방면,30,2013-02,02-2148-4301,37.6016444 ,126.9614100 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세검정로 260,서울특별시 종로구 신영동 131-1,생활방범,2,130,카메라 전면(고정),30,2013-02,02-2148-4301,37.6016444 ,126.9614100 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세검정로6길 51-4,서울특별시 종로구 신영동 140-1,재난재해,1,200,360도전방면,30,2014-07,02-2148-4301,37.6002810 ,126.9618830 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세검정로6다길 10(부암어린이집),서울특별시 종로구 신영동 105-12,다목적,1,200,360도전방면,30,2016-06,02-2148-4301,37.6016610 ,126.9626040 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세검정로7길 19(세검정초교 정문 인근),,다목적,1,200,360도전방면,30,2015-08,02-2148-4301,37.6027350 ,126.9607550 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세검정로7나길 14,서울특별시 종로구 신영동 214-43,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.6037028 ,126.9599191 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세검정로9길 1,서울특별시 종로구 신영동 219-4,재난재해,1,200,360도전방면,30,2014-07,02-2148-4301,37.6033750 ,126.9620139 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세검정로9길 19(세검정초교 후문 인근),,다목적,1,200,360도전방면,30,2015-08,02-2148-4301,37.6039580 ,126.9612690 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세검정로9길 51,서울특별시 종로구 신영동 234-3,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.6052618 ,126.9601809 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세종대로 141,서울특별시 종로구 태평로1가 68-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5689890 ,126.9764560 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세종대로 152,서울특별시 종로구 세종로 139-8,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5698106 ,126.9773670 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 세종대로 175,서울특별시 종로구 세종로 81-3,교통단속,1,200,360도전방면,30,2011-12,02-2148-4301,37.5716820 ,126.9754040 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 송월1길,서울특별시 종로구 송월동 2-1 (월암공원 공원후문 주변),생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.5718062 ,126.9655525 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 송월1길,서울특별시 종로구 송월동 2-1 (월암공원 공원후문 주변),생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.5710507 ,126.9659327 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 송월1길 30,서울특별시 종로구 송월동 1-92 (돈의문1구역 어린이공원),생활방범,2,200,360도전방면,30,2017-08,02-2148-4301,37.5712243 ,126.9651817 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 송월1길 44-30,서울특별시 종로구 행촌동 1-46,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5724230 ,126.9652980 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 송월1길 46,서울특별시 종로구 홍파동 2-3,생활방범,1,130,360도전방면,30,2011-12,02-2148-4301,37.5717861 ,126.9650111 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 송월1길 46,서울특별시 종로구 홍파동 2-3,생활방범,3,200,카메라 전면(고정),30,2011-12,02-2148-4301,37.5717861 ,126.9650111 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 송월1길 71,서울특별시 종로구 행촌동 1-78,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5728620 ,126.9651670 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 송월길 53,서울특별시 종로구 송월동 32-43 (돈의문1구역 소공원),생활방범,3,200,360도전방면,30,2017-08,02-2148-4301,37.5700690 ,126.9656850 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 송월길 53,서울특별시 종로구 송월동 32-43 (돈의문1구역 소공원),생활방범,1,200,360도전방면,30,2017-08,02-2148-4301,37.5699380 ,126.9656700 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 송월길 54,서울특별시 종로구 홍파동 5-21 (돈의문1구역 어린이공원),생활방범,2,200,360도전방면,30,2017-08,02-2148-4301,37.5713932 ,126.9647254 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 수표로 115,서울특별시 종로구 낙원동 210,교통단속,1,200,360도전방면,30,2007-12,02-2148-4301,37.5715188 ,126.9891396 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 수표로 127,서울특별시 종로구 낙원동 237-2,교통단속,1,200,360도전방면,30,2011-11,02-2148-4301,37.5724940 ,126.9885860 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 수표로 130,서울특별시 종로구 낙원동 100-1,생활방범,1,130,360도전방면,30,2012-02,02-2148-4301,37.5726600 ,126.9886350 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 수표로 89,서울특별시 종로구 관수동 157-1,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5692068 ,126.9894584 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 수표로 90-1,서울특별시 종로구 관수동 15,교통단속,1,200,360도전방면,30,2011-11,02-2148-4301,37.5692840 ,126.9895880 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 수표로20길 13,서울특별시 종로구 종로3가 110,생활방범,1,200,360도전방면,30,2013-02,02-2148-4301,37.5699410 ,126.9903560 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 수표로20길 13,서울특별시 종로구 종로3가 110,생활방범,1,130,카메라 전면(고정),30,2013-02,02-2148-4301,37.5699410 ,126.9903560 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 수표로26길 22,서울특별시 종로구 돈의동 103-27,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5722880 ,126.9903210 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 수표로28길 17,서울특별시 종로구 익선동 166-55,생활방범,1,200,360도전방면,30,2013-02,02-2148-4301,37.5728796 ,126.9895228 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 수표로28길 17,서울특별시 종로구 익선동 166-55,생활방범,1,130,카메라 전면(고정),30,2013-02,02-2148-4301,37.5728796 ,126.9895228 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 수표로28길 45,서울특별시 종로구 익선동 160-3,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5732660 ,126.9907710 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 숭인동1가길 1-5,서울특별시 종로구 숭인동 853,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5768468 ,127.0209148 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 숭인동1가길 28,서울특별시 종로구 숭인동 672,생활방범,4,200,360도전방면,30,2015-12,02-2148-4301,37.5779200 ,127.0215160 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 숭인동1길 41,서울특별시 종로구 숭인동 181-162,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5765725 ,127.0196408 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 숭인동1길 42-11,서울특별시 종로구 숭인동 181-92,생활방범,2,200,카메라 전면(고정),30,2016-12,02-2148-4301,37.5767770 ,127.0200670 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 숭인동1나길 11,서울특별시 종로구 숭인동 872,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5772240 ,127.0203670 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 숭인동1다길 23-4,서울특별시 종로구 숭인동 181-152,생활방범,4,200,360도전방면,30,2015-12,02-2148-4301,37.5770010 ,127.0189020 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 숭인동2길 29,서울특별시 종로구 숭인동 605 (숭인어린이놀이터),생활방범,1,200,360도전방면,30,2015-06,02-2148-4301,37.5779170 ,127.0203360 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 숭인동2길 30,서울특별시 종로구 숭인동 553,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5781388 ,127.0202280 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 숭인동2길 41,서울특별시 종로구 숭인동 577,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5777930 ,127.0195840 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 숭인동길 40,서울특별시 종로구 숭인동 750,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5769395 ,127.0220012 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 숭인동길 53-15,서울특별시 종로구 숭인동 691,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.5773810 ,127.0215710 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인3길 32-1,서울특별시 종로구 누상동 166-3,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5799517 ,126.9656944 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인5길 7,서울특별시 종로구 옥인동 180,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.5824280 ,126.9648060 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인6가길 8,서울특별시 종로구 누상동 166-114,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5815663 ,126.9649330 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인6길 23,서울특별시 종로구 누상동 166-125,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5809180 ,126.9647650 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인6길 26-17,서울특별시 종로구 누상동 산1-3 (인왕산공원 누상지구 체육시설),생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.5796520 ,126.9642020 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인6길 32,서울특별시 종로구 누상동 166-214,생활방범,1,200,카메라 전면(고정),30,2013-12,02-2148-4301,37.5809050 ,126.9645730 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인6길 39,서울특별시 종로구 누상동 166-16,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5804500 ,126.9648476 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인6길 54,서울특별시 종로구 누상동 166-251,생활방범,4,200,360도전방면,30,2013-12,02-2148-4301,37.5798331 ,126.9648630 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인길,서울특별시 종로구 옥인동 185-3 (수성동계곡),생활방범,1,41,360도전방면,30,2012-02,02-2148-4301,37.5821440 ,126.9637000 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인길,서울특별시 종로구 옥인동 185-3 (수성동계곡),생활방범,1,41,360도전방면,30,2012-02,02-2148-4301,37.5825130 ,126.9638710 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인길,서울특별시 종로구 옥인동 185-3 (수성동계곡),생활방범,1,41,360도전방면,30,2012-02,02-2148-4301,37.5830020 ,126.9620100 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인길,서울특별시 종로구 옥인동 185-3 (수성동계곡),생활방범,1,41,360도전방면,30,2012-02,02-2148-4301,37.5824160 ,126.9622730 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인길 18(누상어린이집),서울특별시 종로구 옥인동 149-1,다목적,1,200,360도전방면,30,2016-06,02-2148-4301,37.5806940 ,126.9674690 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 옥인길 40,서울특별시 종로구 옥인동 171-1,생활방범,4,200,360도전방면,30,2012-02,02-2148-4301,37.5810680 ,126.9665770 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 와룡공원길 192,서울특별시 종로구 명륜3가 산2-14 (와룡공원),생활방범,1,41,360도전방면,30,2011-11,02-2148-4301,37.5912800 ,126.9945100 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 와룡공원길 192,서울특별시 종로구 명륜3가 산2-14 (와룡공원),생활방범,1,41,360도전방면,30,2012-08,02-2148-4301,37.5912080 ,126.9899590 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 와룡공원길 192,서울특별시 종로구 명륜3가 산2-14 (와룡공원),생활방범,1,41,360도전방면,30,2012-08,02-2148-4301,37.5918500 ,126.9928580 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 와룡공원길 192,서울특별시 종로구 명륜3가 산2-14 (와룡공원),생활방범,1,41,360도전방면,30,2012-08,02-2148-4301,37.5921610 ,126.9960750 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 우정국로 2,서울특별시 종로구 관철동 288,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5690730 ,126.9829680 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 우정국로 29,서울특별시 종로구 공평동 120-2,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5719160 ,126.9828707 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 윤보선길 10,서울특별시 종로구 안국동 170,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5766031 ,126.9843822 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로 184,서울특별시 종로구 원남동 49-16,교통단속,1,200,360도전방면,30,2007-12,02-2148-4301,37.5757568 ,126.9991619 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로 235,서울특별시 종로구 충신동 52-2,교통단속,1,200,360도전방면,30,2012-07,02-2148-4301,37.5757960 ,127.0049990 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로 264,,다목적,1,200,360도전방면,30,2014-10,02-2148-4301,37.5736270 ,127.0066910 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로 283 (동대문성곽공원 놀이터 주변),,생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.5730570 ,127.0086900 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로 283 (동대문성곽공원 사모정 주변),,생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.5725360 ,127.0086030 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로10길 12,서울특별시 종로구 와룡동 21,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.5768380 ,126.9909280 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로13가길 28,서울특별시 종로구 연건동 289-1,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.5767720 ,126.9995660 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로13길 13,서울특별시 종로구 연건동 273-8,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5767930 ,127.0007060 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로14길 40(효제파출소 건너편),,다목적,1,200,360도전방면,30,2015-08,02-2148-4301,37.5743050 ,127.0033200 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로17길 7-2,서울특별시 종로구 이화동 96-2,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5761864 ,127.0049736 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로19가길 7-6,서울특별시 종로구 충신동 5-22,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5756750 ,127.0059750 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로19길 19,서울특별시 종로구 이화동 12-2,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5762900 ,127.0059000 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로19길 29,서울특별시 종로구 이화동 9-28,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5765860 ,127.0065590 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로22가길 25-1,서울특별시 종로구 충신동 191-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5742458 ,127.0040262 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로23길 1,서울특별시 종로구 충신동 35-14,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5750473 ,127.0060536 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로23길 18-1,서울특별시 종로구 충신동 5-69,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5753920 ,127.0065490 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로27길 5,서울특별시 종로구 충신동 25-56,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5743980 ,127.0068310 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로29길 10,서울특별시 종로구 종로6가 203-3,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5741120 ,127.0074820 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 율곡로3길 49,서울특별시 종로구 송현동 34,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5772909 ,126.9824854 ,2018-02-09
